TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;61,25;5,55;5,75;1,71;1,31;42,10;31,72;30,20;5,47;3,96;-0,69;-0,22;1,74;3,90;-2,35;4,17;29,69;22,81;23,45;0,77;0,23;0,76;23,14;28,39;13.712,50;35,91;10,66;0,46;4.604.710.400,00
FESA4;47,70;7,83;4,47;1,33;1,02;42,10;31,72;30,20;4,26;3,96;-0,69;-0,22;1,35;3,04;-1,83;4,17;29,69;22,81;23,45;0,77;0,23;0,76;23,14;28,39;11.746.456,90;35,91;10,66;0,35;4.604.710.400,00
FHER3;14,46;;-1,90;3,29;0,32;0,89;-4,93;-7,05;-2,72;-2,61;0,10;-0,12;0,13;1,18;-1,15;1,59;-173,21;-16,74;-172,38;0,10;0,90;2,37;3,45;;1.064.294,10;4,40;-7,62;0,01;776.622.035,28
FIBR3;66,30;;12,03;2,59;0,90;45,77;36,80;16,71;5,46;7,63;2,17;1,03;2,01;9,59;-1,28;1,46;21,57;7,48;17,10;0,35;0,65;0,45;21,43;;;25,55;5,51;0,07;36.712.556.310,30
FIGE3;11,99;0,33;2,81;0,19;0,18;100,00;93,59;47,37;1,42;0,48;;;1,33;14.171,80;-0,18;;6,66;6,57;;0,99;0,01;0,14;1,92;-3,57;902,50;64,07;4,26;0,37;9.497.566,76
FIGE4;0,00;;0,00;0,00;0,00;100,00;93,59;47,37;0,00;0,48;;;0,00;0,00;0,00;;6,66;6,57;;0,99;0,01;0,14;1,92;-3,57;;64,07;4,26;0,00;9.497.566,76
FIQE3;4,25;1,98;12,45;1,50;0,81;45,43;26,02;16,94;8,11;7,43;-0,68;-0,13;2,11;5,64;-1,20;1,76;12,07;6,47;10,51;0,54;0,46;0,38;;;734.578,10;2,83;0,34;0,41;1.538.710.838,25
FLEX3;0,00;;0,00;0,00;0,00;24,43;-19,92;-42,50;0,00;-1,31;-1,31;;0,00;0,00;0,00;0,77;-425,18;-49,92;-122,57;-0,12;1,12;1,17;1,44;;;-14,25;-60,58;0,00;0,00
FLRY3;16,12;1,83;28,84;3,02;1,07;26,94;15,84;6,32;11,50;14,81;3,30;0,86;1,82;6,77;-1,56;2,00;10,46;3,70;9,93;0,35;0,64;0,59;13,37;-1,90;63.171.688,31;5,35;0,56;-1,95;8.405.814.383,12
FNCN3;14,25;3,75;3,14;0,95;0,73;94,57;-11,85;116,83;-30,93;-30,93;;;3,66;1,26;-2,30;6,36;30,37;23,15;;0,76;0,24;0,20;-12,29;61,75;55.843,33;14,96;4,54;-0,01;13.021.336,50
FRAS3;12,33;2,14;12,53;1,82;0,86;31,49;12,60;8,32;8,28;8,22;-0,09;-0,02;1,04;2,42;-2,07;2,55;14,50;6,88;11,74;0,47;0,52;0,83;29,71;32,91;5.078.501,24;6,79;0,98;0,26;3.342.802.326,34
FRIO3;22,21;;-0,44;-0,27;0,05;15,89;6,64;-10,49;0,69;10,51;9,82;;0,05;-0,16;-0,19;0,68;-62,46;-12,47;9,36;-0,20;1,20;1,19;15,09;;3.041,33;-81,38;-50,83;0,00;91.211.006,34
FRTA3;2,46;;-0,67;-0,07;0,15;23,65;-106,98;-150,68;-0,95;-12,69;-11,74;;1,02;-0,06;-0,18;0,06;-10,56;-22,55;67,94;-2,13;3,13;0,15;-33,74;;7.246,48;-34,51;-3,65;0,00;5.051.870,76
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;2,31;;-1,00;0,31;0,27;100,00;106,47;108,18;-1,02;-1,11;-0,12;0,04;;-7,59;-0,30;0,68;-30,88;-27,40;-27,11;0,89;0,11;-0,25;;;138.204,03;7,48;-2,31;0,01;261.178.000,76
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;23,80;13,49;7,85;1,13;0,61;42,24;36,90;20,16;4,29;5,50;1,17;0,31;1,58;-3,44;-0,70;0,42;14,42;7,74;14,63;0,54;0,46;0,38;-1,18;3,25;18.005,11;21,02;3,03;0,02;2.266.398.792,00
GEPA4;24,10;13,32;7,95;1,15;0,62;42,24;36,90;20,16;4,35;5,50;1,17;0,31;1,60;-3,48;-0,71;0,42;14,42;7,74;14,63;0,54;0,46;0,38;-1,18;3,25;36.003,46;21,02;3,03;0,02;2.266.398.792,00
GETT11;4,81;2,14;15,12;2,48;0,16;41,43;18,41;17,71;14,55;;0,99;0,17;2,68;6,28;-3,92;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;1.078.155,63;1,94;0,32;0,13;
GETT3;2,40;2,05;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;75.696,11;1,94;0,32;0,07;
GETT4;2,40;2,05;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;10,57;0,07;0,93;0,06;;;87.049,26;1,94;0,32;0,07;
GFSA3;7,53;;-3,88;0,26;0,08;9,94;-14,73;-9,51;-2,51;-10,68;-8,17;0,83;0,37;0,23;-0,29;2,10;-6,58;-2,18;-5,79;0,33;0,67;0,23;7,64;;26.216.983,86;29,50;-1,94;0,01;455.573.586,00
GGBR3;22,38;15,95;3,36;0,81;0,52;21,25;21,04;14,46;2,31;2,86;0,38;0,13;0,49;2,03;-0,91;2,49;24,08;15,45;21,61;0,64;0,36;1,07;17,42;;1.907.577,00;27,67;6,66;-0,13;42.243.203.052,82
GGBR4;24,98;14,29;3,75;0,90;0,58;21,25;21,04;14,46;2,58;2,86;0,38;0,13;0,54;2,26;-1,01;2,49;24,08;15,45;21,61;0,64;0,36;1,07;17,42;;269.799.138,62;27,67;6,66;-0,14;42.243.203.052,82
GGPS3;15,39;1,68;19,01;3,78;1,11;17,01;10,55;5,63;10,15;10,50;0,37;0,14;1,07;3,12;-2,62;2,60;19,89;5,83;12,44;0,29;0,71;1,03;;;28.628.708,28;4,07;0,81;0,62;10.331.257.003,79
GMAT3;7,90;;15,98;2,27;1,27;21,76;6,28;4,74;12,05;13,21;1,07;0,20;0,76;2,87;-3,71;3,08;14,20;7,96;12,96;0,56;0,43;1,68;30,71;46,98;52.954.442,48;3,48;0,49;0,43;17.586.394.788,84
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;11,21;11,24;2,99;0,67;0,15;21,25;20,96;4,78;0,68;1,02;0,32;0,32;0,14;0,57;-0,27;2,56;22,38;5,04;21,10;0,23;0,35;1,05;17,42;;2.161.163,24;16,74;3,75;-0,11;11.879.330.398,16
GOAU4;11,69;10,78;3,12;0,70;0,16;21,25;20,96;4,78;0,71;1,02;0,32;0,32;0,15;0,59;-0,28;2,56;22,38;5,04;21,10;0,23;0,35;1,05;17,42;;90.934.789,17;16,74;3,75;-0,11;11.879.330.398,16
GOLL4;10,27;;-9,26;-1,56;1,93;23,37;7,55;-21,01;25,75;12,46;9,09;;1,95;-3,11;-2,40;0,24;-16,87;-20,89;-13,97;-1,24;2,24;0,99;8,03;;115.820.247,48;-6,57;-1,11;-0,13;4.295.380.570,02
GPAR3;41,92;36,15;4,22;4,61;4,42;32,16;8.930,97;6.773,65;3,20;3,00;-0,20;-0,29;285,56;13,59;-6,62;42,71;109,40;104,75;91,76;0,96;0,04;0,02;-9,31;-11,71;6.796,25;9,09;9,94;0,01;3.266.759.869,44
GPIV33;3,01;;-0,15;0,11;0,05;100,00;110,36;78,61;-0,11;0,22;0,33;-0,35;;0,32;-0,07;3,18;-76,04;-34,14;-60,40;0,45;0,27;-0,43;;;75.035,79;26,62;-20,24;0,00;128.429.289,00
GRAO3;0,00;;0,00;0,00;0,00;-1,23;3,53;2,40;0,00;2,85;2,85;2,82;0,00;0,00;0,00;0,88;67,24;10,24;12,90;0,15;0,77;4,26;;;;1,56;1,05;0,00;0,00
GRND3;7,60;18,99;12,12;2,02;1,38;40,94;9,21;22,49;29,60;22,57;-7,00;-0,48;2,73;3,62;-4,45;2,23;16,69;11,37;5,99;0,68;0,32;0,51;2,21;-3,06;18.592.758,76;3,76;0,63;-2,29;6.847.394.400,00
GSHP3;15,84;;-0,12;-0,04;0,02;68,70;28,48;-166,90;0,70;39,75;39,06;;0,20;-1,15;-0,02;0,91;-31,34;-16,83;3,08;-0,54;1,54;0,10;-9,39;;9.716,88;-423,63;-132,77;0,00;30.551.700,96
GUAR3;6,32;1,27;-72,45;0,62;0,21;58,37;4,44;-0,51;8,32;12,74;4,53;0,34;0,37;0,83;-0,63;1,64;-0,86;-0,29;3,66;0,34;0,66;0,58;5,59;;13.469.688,69;10,18;-0,09;0,66;3.115.008.000,00
GUAR4;151,00;;-1.730,91;14,83;5,10;58,37;4,44;-0,51;198,67;12,74;4,53;0,34;8,82;19,73;-15,13;1,64;-0,86;-0,29;3,66;0,34;0,66;0,58;5,59;;;10,18;-0,09;15,86;3.115.008.000,00
HAGA3;2,54;;4,94;-0,54;0,51;23,85;16,58;20,85;6,21;0,55;-3,63;;1,03;1,28;-3,32;1,90;-10,84;10,39;-12,23;-0,96;1,96;0,50;2,91;;45.992,45;-4,75;0,51;1,10;20.388.667,08
HAGA4;1,25;;2,43;-0,26;0,25;23,85;16,58;20,85;3,05;0,55;-3,63;;0,51;0,63;-1,63;1,90;-10,84;10,39;-12,23;-0,96;1,96;0,50;2,91;;54.879,93;-4,75;0,51;0,54;20.388.667,08
HAPV3;4,24;;-34,14;0,66;0,44;24,24;-0,12;-3,65;-1.071,51;-1.315,05;-248,60;0,15;1,25;-57,93;-0,49;0,93;-1,93;-1,28;-1,12;0,66;0,34;0,35;43,91;;391.466.184,14;6,43;-0,12;0,05;31.816.534.969,86
HBOR3;3,59;2,55;10,27;0,35;0,09;28,27;16,98;4,84;2,93;12,40;9,46;1,13;0,50;0,22;-0,23;3,14;3,39;0,90;3,56;0,26;0,58;0,19;11,84;;2.044.401,41;10,30;0,35;-0,23;481.863.859,20
HBRE3;5,42;;8,34;0,29;0,13;85,25;170,52;46,66;2,28;5,96;3,68;0,47;3,89;8,56;-0,14;1,21;3,50;1,56;5,93;0,44;0,42;0,03;21,74;-4,21;1.405.701,31;18,59;0,65;-0,14;558.252.387,21
HBSA3;3,20;;-114,06;1,78;0,39;33,21;15,81;-1,19;8,60;22,22;13,64;2,82;1,36;4,54;-0,48;1,93;-1,56;-0,35;3,92;0,22;0,78;0,29;17,46;;15.091.720,10;1,80;-0,03;1,38;2.425.620.631,17
HBTS5;39,00;7,43;5,92;0,71;0,26;90,86;52,88;46,53;5,21;8,00;2,79;0,38;2,75;-4,33;-0,29;0,62;11,94;4,38;8,62;0,37;0,63;0,09;49,55;;10.159,00;55,17;6,59;-0,09;356.213.793,00
HETA3;96,00;;0,24;-0,14;3,54;100,00;89,34;6.372,81;17,03;119,25;112,90;;15,21;-170,59;-4,93;0,93;-58,46;1.482,31;397,53;-25,35;26,35;0,23;3,27;;19.200,00;-687,82;402,11;0,00;18.254.369,37
HETA4;5,37;;0,01;-0,01;0,20;100,00;89,34;6.372,81;0,95;119,25;112,90;;0,85;-9,54;-0,28;0,93;-58,46;1.482,31;397,53;-25,35;26,35;0,23;3,27;;11.612,44;-687,82;402,11;0,00;18.254.369,37
HGTX3;37,50;;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-7,32;0,69;0,31;0,59;-7,54;-26,63;;10,49;0,37;-1,23;6.095.022.637,50
HOOT3;0,00;;0,00;0,00;0,00;71,49;277,61;251,84;0,00;0,01;-0,04;;0,00;0,00;0,00;0,15;-156,24;59,38;-147,93;-0,38;1,44;0,24;-3,08;;;-10,64;16,62;0,00;16.578.437,40
HOOT4;2,13;;0,13;-0,20;0,08;71,49;277,61;251,84;0,12;0,01;-0,04;;0,32;-0,12;-0,09;0,15;-156,24;59,38;-147,93;-0,38;1,44;0,24;-3,08;;68.483,76;-10,64;16,62;0,00;16.578.437,40
HYPE3;46,44;2,65;17,43;2,72;1,31;63,33;32,91;21,77;11,53;14,53;3,01;0,71;3,80;8,69;-1,88;1,96;15,62;7,49;12,46;0,48;0,52;0,34;16,61;11,83;187.897.590,28;17,06;2,66;0,76;29.365.389.354,28
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IFCM3;1,69;;-2,29;0,48;0,20;42,60;-8,67;-31,31;-8,27;-14,91;-6,59;0,38;0,72;3,53;-0,30;1,23;-20,86;-8,92;-3,74;0,43;0,57;0,28;;;5.654.231,24;3,54;-0,74;-0,01;657.323.662,60
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;244.536,64;-520,56;312,87;0,00;220.074.791,04
IGSN3;0,00;;0,00;0,00;0,00;34,01;13,39;-23,48;0,00;19,32;19,32;1,93;0,00;0,00;0,00;1,05;-17,51;-4,47;1,98;0,26;0,74;0,19;29,48;;;7,09;-1,24;0,00;0,00
IGTA3;33,00;;175,08;1,87;0,83;59,12;50,61;3,24;11,20;13,74;2,54;0,43;5,67;14,32;-1,17;1,25;1,07;0,48;7,15;0,45;0,55;0,15;7,55;-31,51;;17,61;0,19;-1,97;5.758.073.079,00
IGTI11;22,08;1,66;123,97;2,23;1,13;59,45;49,06;6,87;17,37;14,91;3,71;0,48;8,52;8,86;-1,53;1,94;1,80;0,91;4,99;0,50;0,49;0,13;7,95;-1,43;80.533.378,93;9,89;0,18;-1,94;5.807.757.569,70
IGTI3;2,69;1,94;45,31;0,82;0,41;59,45;49,06;6,87;6,35;14,91;3,71;0,48;3,11;3,24;-0,56;1,94;1,80;0,91;4,99;0,50;0,49;0,13;7,95;-1,43;1.043.163,76;3,30;0,06;-0,71;5.807.757.569,70
IGTI4;9,66;1,62;162,71;2,93;1,48;59,45;49,06;6,87;22,80;14,91;3,71;0,48;11,19;11,63;-2,01;1,94;1,80;0,91;4,99;0,50;0,49;0,13;7,95;-1,43;43.732,60;3,30;0,06;-2,54;5.807.757.569,70
INEP3;1,03;;-0,51;-0,11;0,14;-75,75;-1.007,89;-3.979,96;-2,01;-11,21;-9,33;;20,27;-0,16;-0,16;0,08;-21,95;-28,14;12,24;-1,28;2,28;0,01;-23,07;;791.953,55;-9,21;-2,02;0,00;176.998.219,96
INEP4;0,87;;-0,43;-0,09;0,12;-75,75;-1.007,89;-3.979,96;-1,70;-11,21;-9,33;;17,12;-0,14;-0,13;0,08;-21,95;-28,14;12,24;-1,28;2,28;0,01;-23,07;;284.876,31;-9,21;-2,02;0,00;176.998.219,96
INNT3;0,00;;0,00;0,00;0,00;23,40;10,98;8,70;0,00;4,29;4,29;1,49;0,00;0,00;0,00;1,14;27,63;3,80;10,58;0,14;0,86;0,44;30,40;13,26;;1,72;0,47;0,00;0,00
INTB3;27,65;2,15;17,66;3,95;1,86;28,97;11,33;11,65;18,15;17,47;-0,70;-0,15;2,06;4,32;-7,50;2,35;22,35;10,56;14,20;0,47;0,52;0,91;23,09;22,78;33.291.213,72;7,00;1,57;0,48;9.068.275.524,80
IRBR3;38,16;;-4,47;0,77;0,15;-18,95;-24,41;-10,06;-1,84;-1,83;;;0,45;-0,93;-0,35;0,79;-17,13;-3,29;;0,19;0,81;0,33;8,26;;114.052.236,55;49,82;-8,54;-0,59;3.114.477.634,32
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;9,36;5,00;7,12;1,23;0,93;34,66;182,53;158,09;6,17;6,53;0,40;0,08;11,26;25,75;-1,05;1,46;17,32;13,03;16,01;0,75;0,21;0,08;11,30;9,38;983.217,21;7,59;1,31;-1,02;90.141.113.930,85
ITSA4;9,25;5,06;7,04;1,22;0,92;34,66;182,53;158,09;6,09;6,53;0,40;0,08;11,12;25,44;-1,04;1,46;17,32;13,03;16,01;0,75;0,21;0,08;11,30;9,38;188.971.287,83;7,59;1,31;-1,01;90.141.113.930,85
ITUB3;23,81;5,32;7,68;1,36;0,10;36,93;12,47;10,35;6,37;6,91;;;0,79;;-0,10;;17,72;1,27;;0,07;0,92;0,12;13,63;5,57;11.909.176,28;17,50;3,10;0,80;253.254.844.187,19
ITUB4;27,94;4,53;9,01;1,60;0,11;36,93;12,47;10,35;7,48;6,91;;;0,93;;-0,12;;17,72;1,27;;0,07;0,92;0,12;13,63;5,57;796.354.489,72;17,50;3,10;0,94;253.254.844.187,19
JALL3;8,16;2,18;5,08;1,13;0,41;-12,54;11,52;26,09;11,50;21,40;9,95;0,98;1,33;1,76;-0,63;2,86;22,27;8,04;3,89;0,36;0,64;0,31;;;5.964.602,10;7,21;1,61;0,11;2.395.887.349,83
JBSS3;17,82;5,61;4,46;0,89;0,20;-2,36;-2,16;2,39;-4,93;-15,32;-10,39;1,87;0,11;1,83;-0,31;1,42;19,85;4,43;-7,47;0,22;0,76;1,85;18,10;75,38;224.615.647,59;20,13;4,00;-0,07;39.526.833.713,40
JFEN3;2,53;;-1,19;-0,08;0,05;-10,11;-181,84;-103,70;-0,68;-8,34;-7,67;;1,24;-0,39;-0,25;0,88;-6,94;-3,82;100,36;-0,55;1,63;0,04;-47,18;;24.435,34;-30,51;-2,12;0,02;52.601.907,50
JHSF3;4,99;5,77;5,91;0,68;0,32;57,79;47,75;31,93;3,95;6,51;2,56;0,44;1,89;1,40;-0,47;3,78;11,49;5,47;9,04;0,48;0,50;0,17;39,82;;13.750.886,69;7,34;0,84;-0,14;3.383.056.134,18
JOPA3;22,39;3,67;8,33;0,42;0,10;20,61;5,20;1,26;2,02;7,60;5,56;1,15;0,11;0,32;-0,38;1,71;5,00;1,18;5,75;0,24;0,69;0,94;16,21;8,23;19.123,43;53,73;2,69;-1,28;238.491.832,55
JOPA4;34,21;2,64;12,73;0,64;0,15;20,61;5,20;1,26;3,09;7,60;5,56;1,15;0,16;0,49;-0,58;1,71;5,00;1,18;5,75;0,24;0,69;0,94;16,21;8,23;5.131,50;53,73;2,69;-1,95;238.491.832,55
JSLG3;8,98;2,63;13,69;1,79;0,30;18,08;13,08;2,99;3,13;8,38;5,27;3,01;0,41;3,93;-0,42;1,39;13,05;2,22;11,89;0,17;0,83;0,74;-3,66;;3.299.971,62;5,03;0,66;-0,48;2.557.829.526,54
KEPL3;8,49;11,91;4,49;2,34;1,17;34,97;26,36;19,99;3,40;3,08;-0,32;-0,22;0,90;4,27;-3,39;1,72;52,26;26,05;40,09;0,50;0,50;1,30;25,71;;16.411.534,97;3,62;1,89;0,10;1.525.823.903,70
KLBN11;21,58;7,03;4,98;2,27;0,49;47,91;33,32;23,83;3,56;6,63;3,08;1,97;1,19;3,62;-0,67;2,07;45,67;9,87;12,33;0,22;0,74;0,41;19,06;55,72;136.058.882,48;9,50;4,34;0,17;24.168.174.636,31
KLBN3;4,40;6,90;5,07;2,32;0,50;47,91;33,32;23,83;3,63;6,63;3,08;1,97;1,21;3,69;-0,68;2,07;45,67;9,87;12,33;0,22;0,74;0,41;19,06;55,72;2.257.600,14;1,90;0,87;0,17;24.168.174.636,31
KLBN4;4,30;7,06;4,96;2,26;0,49;47,91;33,32;23,83;3,55;6,63;3,08;1,97;1,18;3,61;-0,66;2,07;45,67;9,87;12,33;0,22;0,74;0,41;19,06;55,72;10.462.053,76;1,90;0,87;0,17;24.168.174.636,31
KRSA3;1,02;;-4,57;0,72;0,17;22,80;11,86;-8,14;3,14;12,10;9,02;2,07;0,37;1,10;-0,23;2,16;-15,75;-3,65;6,70;0,23;0,75;0,45;;;1.266.632,76;1,42;-0,22;-0,03;773.348.067,00
LAME3;6,60;;21,15;1,91;0,28;32,90;4,35;2,27;11,03;16,86;5,87;1,01;0,48;1,20;-0,66;1,72;9,02;1,34;2,89;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,97;12.391.135.396,59
LAME4;6,57;;21,06;1,90;0,28;32,90;4,35;2,27;10,98;16,86;5,87;1,01;0,48;1,19;-0,65;1,72;9,02;1,34;2,89;0,15;0,63;0,59;3,50;18,61;;3,46;0,31;-46,75;12.391.135.396,59
LAND3;24,02;5,64;15,94;3,12;2,34;93,20;62,60;150,63;38,35;40,41;2,06;0,17;24,01;388,60;-2,53;1,09;19,55;14,71;-3,58;0,75;0,25;0,10;;;3.121.023,48;7,71;1,51;0,02;2.311.371.627,24
LAVV3;6,50;7,96;10,86;1,11;0,66;32,78;16,49;19,42;12,79;8,24;-4,57;-0,40;2,11;1,03;-3,67;4,59;10,26;6,08;6,01;0,59;0,36;0,31;122,69;;2.806.849,48;5,84;0,60;-0,32;1.298.968.631,52
LCAM3;24,15;4,14;35,58;1,98;0,62;38,11;30,06;4,32;5,11;9,81;4,70;1,82;1,54;44,77;-0,74;1,10;5,58;1,76;9,72;0,31;0,69;0,41;49,27;41,63;166.957.437,09;12,17;0,68;-0,50;12.285.815.275,65
LEVE3;41,81;10,42;8,54;3,11;1,65;27,89;18,36;14,42;6,71;6,73;0,03;0,01;1,23;5,19;-4,38;2,05;36,43;19,38;28,15;0,53;0,47;1,34;13,28;21,50;14.995.385,34;13,44;4,90;0,75;5.363.295.300,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LIGT3;6,12;;-0,42;0,77;0,10;16,36;-13,29;-40,97;-1,29;-6,23;-4,93;2,96;0,17;-12,31;-0,12;0,96;-184,92;-22,91;-16,89;0,12;0,88;0,56;3,21;;56.566.681,83;7,92;-14,65;0,00;2.298.666.349,08
LINX3;37,40;;-90,95;4,38;2,74;68,70;-4,79;-8,67;-164,48;-159,30;5,18;-0,14;7,88;11,96;-4,82;2,14;-4,81;-3,02;-2,23;0,63;0,37;0,35;14,30;;;8,55;-0,41;0,13;7.083.895.104,00
LIPR3;72,40;3,27;31,53;3,71;3,42;;;;36,09;34,33;-1,76;-0,18;;19,25;-4,36;5,87;11,78;10,86;9,97;0,92;0,08;0,00;;-7,18;21.950,00;19,49;2,30;5,92;851.777.963,60
LJQQ3;5,72;;-34,79;2,07;0,37;33,13;2,93;-1,32;15,64;16,99;1,35;0,18;0,46;1,27;-1,05;1,84;-5,96;-1,07;5,89;0,18;0,82;0,81;18,92;;22.857.958,90;2,76;-0,16;0,21;1.071.300.338,68
LOGG3;24,61;3,73;8,91;0,70;0,42;98,66;174,39;115,88;5,92;9,64;3,71;0,44;10,33;-303,86;-0,45;0,98;7,81;4,70;7,57;0,60;0,38;0,04;16,90;49,79;7.761.763,79;35,37;2,76;-0,32;2.514.136.779,94
LOGN3;48,06;;13,37;5,61;1,51;23,90;17,32;17,19;13,27;15,51;2,25;0,95;2,30;12,08;-2,18;1,68;41,99;11,28;10,27;0,27;0,73;0,66;18,84;;5.085.870,03;8,56;3,59;0,12;5.139.893.852,18
LPSB3;2,59;0,80;26,69;1,95;0,97;80,88;17,19;7,40;11,49;9,85;-1,64;-0,28;1,97;11,40;-1,30;1,50;7,31;3,63;9,03;0,50;0,51;0,49;11,92;;377.961,28;1,33;0,10;-0,40;382.166.494,29
LREN3;22,10;3,19;18,56;2,20;1,08;60,24;9,21;8,54;17,21;16,86;-0,30;-0,04;1,58;4,24;-2,66;1,75;11,86;5,82;9,97;0,49;0,51;0,68;12,26;9,37;422.180.503,14;10,03;1,19;1,04;21.229.522.925,72
LTEL3B;86,61;2,73;11,99;5,76;5,34;;;;12,07;11,93;-0,14;-0,07;;-578,00;-5,70;0,87;48,04;44,50;47,72;0,93;0,07;0,00;;-10,63;;15,03;7,22;-0,62;18.664.056.853,83
LUPA3;3,41;;3,69;0,63;0,20;23,32;-59,03;29,38;-1,84;-4,17;-2,33;0,80;1,08;2,28;-0,28;1,47;17,12;5,47;-56,86;0,32;0,68;0,19;-0,35;;2.370.390,17;5,40;0,92;0,04;110.456.314,56
LUXM3;0,00;;0,00;0,00;0,00;28,58;14,45;7,88;0,00;12,59;-0,08;-0,01;0,00;0,00;0,00;0,96;9,70;6,92;8,56;0,71;0,29;0,88;6,11;22,53;;5,32;0,52;0,00;249.228.000,00
LUXM4;21,50;;41,64;4,04;2,88;28,58;14,45;7,88;22,71;12,59;-0,08;-0,01;3,28;-483,09;-3,34;0,96;9,70;6,92;8,56;0,71;0,29;0,88;6,11;22,53;12.718,00;5,32;0,52;-1,22;249.228.000,00
LVTC3;5,89;0,23;20,18;0,60;0,26;22,14;6,83;1,76;5,19;3,36;-1,83;-0,21;0,35;0,87;-0,51;2,54;2,95;1,29;9,31;0,44;0,56;0,73;;;402.854,24;9,90;0,29;-0,29;380.865.441,07
LWSA3;8,99;0,58;161,92;1,79;1,14;46,03;5,43;2,77;82,43;61,68;-20,85;-0,45;4,48;4,87;-2,10;2,03;1,10;0,70;1,17;0,63;0,37;0,25;31,17;26,79;65.919.961,00;5,03;0,06;-0,13;5.346.810.882,00
MAGG3;59,40;;-119,99;1,32;0,44;33,56;9,54;-0,57;7,17;11,30;4,13;0,76;0,68;9,32;-0,71;1,14;-1,10;-0,37;7,17;0,33;0,67;0,64;8,44;;;44,89;-0,50;1,04;2.972.404.571,40
MAPT3;30,05;;-147,66;-4,47;35,72;;;;-147,66;-89,97;0,00;;;-587,51;-35,72;0,00;-3,03;-24,19;3,03;-7,98;8,98;0,00;;;3.005,00;-6,72;-0,20;-16,93;16.823.853,55
